3,11,0,48,3103,0,1,1,1
2,7,0,40,7688,0,1,1,1
3,13,1,60,0,0,0,1,0
2,9,0,50,4064,0,1,1,0
2,8,0,84,0,0,1,1,0
4,10,1,34,0,0,0,1,0
2,13,1,40,1055,0,0,1,0
2,13,1,60,0,0,1,0,0
4,9,0,40,0,0,1,1,0
1,14,0,36,0,0,1,1,0
4,9,0,38,0,0,0,1,0
0,10,1,15,0,0,1,1,0
3,13,0,60,0,0,1,1,0
2,14,0,45,0,0,1,1,0
1,10,1,12,0,0,0,1,0
2,12,1,40,1506,0,1,1,0
3,10,0,38,0,0,1,1,1
4,10,0,40,0,0,1,1,1
4,4,0,40,0,0,1,0,0
2,10,1,40,0,0,1,1,0
4,8,0,40,0,0,1,1,0
3,10,1,30,0,0,1,1,0
5,2,1,20,0,0,0,1,0
0,10,1,50,0,0,1,1,0
3,3,1,40,0,0,0,0,0
1,13,1,40,0,0,0,1,0
4,9,1,45,0,0,0,1,0
2,10,0,40,3103,0,1,1,1
1,9,1,35,0,0,1,0,0
1,10,1,20,1055,0,1,1,0
5,9,1,40,0,0,0,0,0
4,9,0,35,2407,0,0,1,0
1,9,1,40,0,0,1,1,0
3,14,1,24,0,0,1,0,0
3,9,0,50,7688,0,1,1,1
2,8,1,40,0,0,0,1,0
5,10,0,40,0,0,1,1,1
1,9,0,40,0,0,1,1,0
2,14,0,50,15024,0,0,1,1
1,12,1,40,0,0,1,1,0
2,9,0,40,0,0,1,1,0
2,10,1,40,0,0,0,1,0
4,13,0,50,0,0,1,1,1
1,9,1,35,0,0,0,1,0
5,12,0,40,3818,0,1,1,0
4,14,1,32,10520,0,1,1,1
0,10,1,35,0,0,0,1,0
2,11,0,99,0,0,1,1,1
3,10,0,30,0,0,1,1,0
0,9,1,8,0,0,0,1,0
4,10,0,40,0,0,1,1,1
3,10,0,50,0,0,1,0,0
2,8,0,40,0,0,1,1,0
4,9,1,40,0,0,0,1,0
1,12,0,40,0,0,1,1,0
4,6,0,35,0,0,1,1,0
3,14,1,40,0,0,0,1,0
4,16,1,40,0,0,0,1,1
4,9,0,50,0,0,1,1,0
2,9,1,32,0,0,0,1,0
4,10,0,55,15024,0,1,0,1
2,10,0,40,0,0,1,1,0
2,9,0,40,0,0,1,1,1
1,10,1,10,0,0,1,0,0
3,11,0,40,0,0,1,1,1
3,10,0,40,0,0,1,1,0
2,9,1,40,0,0,1,1,0
2,11,0,48,0,1628,1,1,0
2,9,0,40,0,0,1,1,1
1,10,1,25,0,0,0,1,0
3,13,1,40,0,0,1,1,0
1,11,1,35,0,0,0,1,0
5,9,0,35,0,0,1,1,1
5,9,1,14,0,0,0,1,0
1,13,1,40,4650,0,1,1,0
1,1,1,32,0,0,1,1,0
5,9,0,38,0,0,1,1,0
1,9,0,40,0,0,1,1,0
2,10,0,52,0,0,1,1,0
0,9,1,24,0,0,1,1,0
3,14,1,40,0,0,1,1,0
2,13,1,40,0,0,0,1,0
4,14,1,80,0,0,1,1,0
2,4,0,40,0,0,1,1,0
2,10,1,39,0,0,0,1,0
5,13,0,40,0,0,1,1,0
5,9,1,12,0,0,0,1,0
2,9,0,40,0,0,1,1,0
2,9,1,34,0,0,0,1,0
1,10,1,40,0,0,1,1,0
4,12,0,40,0,0,1,1,1
1,10,1,44,0,0,1,1,0
0,9,0,40,0,0,1,1,0
2,11,0,50,0,0,1,1,0
3,13,0,20,0,0,0,1,0
2,12,1,40,0,0,1,1,0
0,8,1,8,0,0,0,1,0
2,9,1,40,0,0,1,1,0
3,9,1,60,0,0,0,1,0
4,13,0,8,0,0,1,1,0
3,16,1,40,0,0,0,1,0
3,14,0,45,0,0,1,1,1
4,9,0,40,0,0,1,1,0
3,13,0,50,15024,0,1,1,1
1,10,1,40,0,0,0,1,0
5,4,1,10,0,0,0,1,0
1,10,1,40,0,0,0,1,0
1,13,1,40,0,0,0,1,0
2,9,1,40,0,0,1,1,0
5,9,1,15,0,0,0,1,0
1,13,1,28,0,0,1,1,0
4,9,0,40,0,0,1,1,0
4,10,0,25,0,0,1,1,0
0,10,1,30,0,1721,0,1,0
1,9,1,40,0,0,1,1,0
2,13,0,60,0,0,1,1,0
2,12,0,60,0,1887,1,1,1
4,15,0,35,15024,0,0,1,1
3,9,1,42,0,0,0,1,0
2,9,0,40,0,2002,0,1,0
4,10,0,35,0,0,1,1,0
3,13,0,50,0,0,1,1,1
5,10,0,40,0,0,1,1,0
3,11,0,15,0,1977,0,1,1
1,9,1,40,0,0,1,1,0
1,9,1,40,0,0,0,1,0
4,10,0,70,0,0,1,1,1
2,13,1,40,0,0,0,1,0
5,16,0,40,0,0,1,1,1
3,9,1,40,0,0,0,1,0
4,11,0,40,0,0,1,1,1
2,13,0,75,15024,0,1,1,1
1,9,1,65,0,0,1,1,0
0,6,1,15,0,0,0,1,0
3,10,0,40,0,0,0,1,1
1,9,0,48,0,0,1,1,0
4,9,0,40,0,0,1,1,0
5,13,0,99,0,0,1,1,0
1,10,1,40,0,0,1,1,0
4,9,1,40,0,0,0,1,1
1,10,1,20,0,0,0,1,0
2,14,1,30,0,0,0,1,0
2,9,1,40,0,0,1,1,0
2,9,0,40,0,0,1,1,0
2,9,0,40,0,0,1,1,0
0,10,1,25,0,0,0,1,0
0,10,1,30,0,0,1,1,0
4,9,1,40,0,0,0,1,0
2,6,1,38,0,0,0,1,0
2,2,0,35,0,0,1,0,0
1,9,1,45,0,0,1,1,0
3,14,1,47,8614,0,0,1,1
1,10,1,50,0,0,1,1,0
2,9,1,40,6849,0,0,1,0
2,13,1,40,0,0,1,1,0
2,11,0,40,0,0,1,0,1
1,9,1,43,0,0,1,1,0
0,9,0,25,0,0,1,1,0
2,14,0,40,0,0,1,0,1
1,9,1,40,0,0,0,0,0
3,14,1,80,0,0,0,1,0
5,4,1,38,0,0,0,1,0
2,14,0,35,0,0,0,1,1
2,11,1,40,0,0,0,1,0
1,9,1,40,0,0,0,1,0
5,16,1,80,0,0,1,1,1
2,10,0,45,0,0,1,1,0
3,7,0,40,0,1902,1,1,1
4,5,1,40,0,0,1,1,0
3,9,1,38,0,0,0,1,0
1,9,0,38,0,0,0,0,0
0,10,1,30,0,0,0,1,0
0,8,1,20,0,0,1,1,0
4,10,1,40,0,0,0,1,0
1,9,1,40,0,0,0,1,0
1,11,1,20,0,0,0,1,0
3,10,0,40,0,0,1,0,1
1,10,1,44,0,0,1,1,0
2,9,1,40,0,0,1,1,0
5,10,1,40,0,0,0,1,0
4,13,0,50,7688,0,1,1,1
0,9,1,25,0,0,1,1,0
3,9,1,40,0,0,0,1,0
1,10,1,40,0,0,0,1,0
3,11,0,40,0,0,1,0,0
5,14,1,40,4650,0,1,1,0
1,9,1,40,0,0,1,1,0
1,6,1,40,0,0,1,1,0
1,10,1,15,0,0,0,1,0
1,7,0,40,0,0,1,0,0
5,13,1,32,0,0,1,0,0
2,9,1,40,4650,0,0,1,0
4,10,1,60,4416,0,1,1,0
1,9,1,40,0,0,1,1,0
2,7,0,50,0,0,1,1,0
